facility,address,date,violations,total_critical_violations,total_crit_not_corrected,total_noncritical_violations,description,local_health_department,county,facility_address,city,zip_code,nysdoh_gazetteer_1980,municipality,operation_name,permit_expiration_date,permitted_d_b_a,permitted_corp_name,perm_operator_last_name,perm_operator_first_name,nys_health_operation_id,inspection_type,inspection_comments,food_service_facility_state,location1
STARBUCKS COFFEE #7235,"475 NORTH BROADWAY,  JERICHO",2025-02-13,Item 11D-   Non food contact surfaces of equipment not clean;,0.0,0.0,1.0,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,475 NORTH BROADWAY,JERICHO,11753,295206,OYSTER BAY,STARBUCKS COFFEE #7235,2027-04-30T00:00:00.000,STARBUCKS COFFEE #7235,STARBUCKS COFFEE CO #7235,,,578411,Re-Inspection,Hot water - 140ºF,NY,"(40.788546, -73.535592)"
PANERA BREAD,"520 JERICHO TURNPIKE,  MINEOLA",2025-02-14,"Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish);",0.0,0.0,1.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,520 JERICHO TURNPIKE,MINEOLA,11501,290800,N. HEMPSTEAD,PANERA BREAD,2026-07-31T00:00:00.000,PANERA BREAD,DOHERTY BREADS LLC,,,572812,Inspection,Rating A|permit expires 7/31/25|Nassau County FMTC R.B.exp. 10/31/26 certificate no. 45765|Nassau County FMTC S.F. exp.1/31/26 certificate no. 43249|Nassau County FMTC M.D. exp. 2/28/26 certificate no. 44539|Seats: 120,NY,"(40.744455, -73.655536)"
SCOTTYS FISHING STATION,"72 BAYSIDE  DRIVE,  POINT LOOKOUT",2025-07-14,"Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish);",0.0,0.0,1.0,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,72 BAYSIDE  DRIVE,POINT LOOKOUT,11569,295041,HEMPSTEAD,SCOTTYS FISHING STATION,2026-08-31T00:00:00.000,SCOTTYS FISHING STATION,SCOTTYS FISHING STATION INC,,,577955,Inspection,Food Managers AD EXPIRES MAY 2026. CERTIFICATE # 56436882,NY,"(40.59209, -73.58336)"
NEWBRIDGE INN,"2227 JERUSALEM  AVENUE,  NORTH MERRICK",2026-01-06,"Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 16-   Miscellaneous, Economic Violation, Choking Poster, Training.;",0.0,0.0,5.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,2227 JERUSALEM  AVENUE,NORTH MERRICK,11566,295035,HEMPSTEAD,NEWBRIDGE INN,2026-10-31T00:00:00.000,,NEWBRIDGE INN INC,,,789191,Inspection,Score “A”|Permit exp 10/26|38 seats|There is to be no food prep in the basement; 2 compartment sink only|Three compartment sink in basement is to be hooked up and used as a mopsink,NY,"(40.690585, -73.550171)"
ALIAS SMITH AND JONES,"2863 WOODS  AVENUE,  OCEANSIDE",2026-02-19,"Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish);",0.0,0.0,1.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,2863 WOODS  AVENUE,OCEANSIDE,115722130,295040,HEMPSTEAD,ALIAS SMITH AND JONES,2026-06-30T00:00:00.000,,ISEJOAN RESTAURANT INC,,,574747,Re-Inspection,,NY,"(40.641949, -73.641548)"
PLAZA CAFE @ TOWN HALL,"350 FRONT STREET,  HEMPSTEAD",2025-02-26,"Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; Item 11C-   Food contact surfaces not washed, rinsed and sanitized after each use and following any time of operations when contamination may have occurred; Item 12A-   Hot, cold running water not provided, pressure inadequate; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing;",0.0,0.0,4.0,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,350 FRONT STREET,HEMPSTEAD,11550,290600,HEMPSTEAD,PLAZA CAFE @ TOWN HALL,2027-02-28T00:00:00.000,,MOHIZIF CAFE & RESTAURANT INC,,,555080,Inspection,"Seatings: 48: Food Manager’s Certificate: M. S # 42104-Expires March 31, 2026, Food Permit# F0112797-Expires February 28, 2025|Inspection ratings: 0/4”A”",NY,"(40.706434, -73.621797)"
FRIAR'S TAVERN,"231 POST AVENUE,  WESTBURY",2025-03-27,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item  8C-   Improper use and storage of clean, sanitized equipment and utensils; Item 11A-   Manual facilities inadequate, technique incorrect; mechanical facilities not operated in accordance with manufacturer's instructions; Item 12C-   Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained;",0.0,0.0,4.0,Food Service Establishment - Tavern,Nassau  County,NASSAU,231 POST AVENUE,WESTBURY,11590,291400,N. HEMPSTEAD,FRIAR'S TAVERN,2027-07-31T00:00:00.000,FRIAR'S TAVERN,JOMA PUB INC,,,575439,Inspection,0/4 A|Seats: 23|Permit: exp 07/31/2025,NY,"(40.757091, -73.587952)"
BARRY & FLORENCE FRIEDBERG JCC,"310 NATIONAL  BOULEVARD,  LONG BEACH",2026-01-16,No violations found.,0.0,0.0,0.0,Institutional Food Service - Day Care Center Food Service,Nassau  County,NASSAU,310 NATIONAL  BOULEVARD,LONG BEACH,11561,290200,LONG BEACH,BARRY & FLORENCE FRIEDBERG JCC,2040-12-31T00:00:00.000,SOUTH SHORE YM YWHA LONG BEACH DIV,"BARRY & FLORENCE FRIEDBERG JEWISH COMM CENTER, INC",,,570856,Re-Inspection,Re-inspection satisfactory for license. |Violations corrected.,NY,"(40.588, -73.666719)"
GINO'S PIZZA,"455 SUNRISE  HIGHWAY,  LYNBROOK",2026-02-10,"Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing;",0.0,0.0,2.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,455 SUNRISE  HIGHWAY,LYNBROOK,11563,290700,HEMPSTEAD,GINO'S PIZZA,2026-09-30T00:00:00.000,GINO'S PIZZA,M & L CIPRIANO PIZZA INC,,,576086,Inspection,Permit expires September 2026|FMTC: MC #43929 exp 6/30/28|30 seats|Score “A”,NY,"(40.655061, -73.673367)"
BOCES CAREER PREP HS CULINARY ARTS,"111  CANTIAGUE ROCK ROAD,  WESTBURY",2023-02-03,"Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing;",0.0,0.0,1.0,Institutional Food Service - School K-12 Food Service,Nassau  County,NASSAU,111  CANTIAGUE ROCK ROAD,WESTBURY,11590,299900,NASSAU SCHOOLS,BOCES CAREER PREP HS CULINARY ARTS,2025-08-31T00:00:00.000,,NASSAU BOCES,,,683488,Re-Inspection,"1. 12 students, Rating “A”, No Nassau County Food Service Manager’s Certification.Risk Medium, 45 Minutes for the class. No menu, class was not in session at time of inspection.",NY,"(40.76852, -73.55078)"
CLASP CHILD CARE PROGRAM,"80 GRACE  AVENUE,  GREAT NECK",2024-01-26,"Item 12A-   Hot, cold running water not provided, pressure inadequate; Item 14A-   Insects, rodents present;",0.0,0.0,2.0,Institutional Food Service - Day Care Center Food Service,Nassau  County,NASSAU,80 GRACE  AVENUE,GREAT NECK,11021,295106,N. HEMPSTEAD,CLASP CHILD CARE PROGRAM,2040-12-31T00:00:00.000,CLASP CHILD CARE PROGRAM,CHILDREN'S LIVING AFTER SCHOOL,ADLER,JODI,572421,Inspection,Score: 0/2 “A” |Students today: 43|Total Students: 46 |# of Classrooms: 5 open + 1 multi-purpose classroom|# of diaper changing stations:  2|# of Bathrooms:  6 bathrooms and 1 staff	|Bathrooms stocked|Age range: 3 months - 5 yrs. (currently only to 4 yrs)|Food provider: Five Loaves Food Service|	Single use or ware washing: manual ware washing|Allergens :  Plan in place for each classroom with special concern posting|Food Served: Menu see attached |Gloves and/or suitable utensils|Acceptable for licensing,NY,"(40.789881, -73.720782)"
HOFSTRA UNIVERSITY CLUB,"1000 FULTON AVENUE,  HEMPSTEAD",2025-12-02,"Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing;",0.0,0.0,2.0,Institutional Food Service - College Food Service,Nassau  County,NASSAU,1000 FULTON AVENUE,HEMPSTEAD,11550,299900,NASSAU SCHOOLS,HOFSTRA UNIVERSITY CLUB,2026-06-30T00:00:00.000,,"COMPASS LCS, LLC",,,717580,Inspection,"Seatings: 150: Food Permit# F110303-Expired June 30, 2026. Food Manager’s Certificate: P.D # 17019124-Expires February 28, 2026|Inspection ratings: 0/2”A”",NY,"(40.714123, -73.603502)"
LA BOTTEGA,"147 NASSAU  BOULEVARD,  WEST HEMPSTEAD",2026-03-31,No violations found.,0.0,0.0,0.0,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,147 NASSAU  BOULEVARD,WEST HEMPSTEAD,11552,295049,HEMPSTEAD,LA BOTTEGA,2027-02-28T00:00:00.000,LA BOTTEGA,MARISA ARTE E COLLEZIONE INC,,,576780,Re-Inspection,No violation was noted at the time of inspection.,NY,"(40.70217, -73.660888)"
"GOOD LIFE, THE","1039 PARK BOULEVARD,  MASSAPEQUA PARK",2025-09-04,No violations found.,0.0,0.0,0.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,1039 PARK BOULEVARD,MASSAPEQUA PARK,11762,291500,OYSTER BAY,THE GOOD LIFE,2027-04-30T00:00:00.000,,APP ENTERPRISES INC,,,733184,Re-Inspection,No violations were observed,NY,"(40.680073, -73.455359)"
PANERA BREAD,"201 BROADWAY MALL,  HICKSVILLE",2026-02-13,No violations found.,0.0,0.0,0.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,201 BROADWAY MALL,HICKSVILLE,11801,295205,OYSTER BAY,PANERA BREAD,2026-08-31T00:00:00.000,PANERA BREAD,DOHERTY BREADS LLC,,,572810,Re-Inspection,,NY,"(40.77392, -73.53143)"
BURGER KING,"3190 LONG BEACH  ROAD,  OCEANSIDE",2025-02-19,No violations found.,0.0,0.0,0.0,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,3190 LONG BEACH  ROAD,OCEANSIDE,11572,295040,HEMPSTEAD,BURGER KING,2027-03-31T00:00:00.000,,OCEANSIDE RESTAURANT ASSOCIATES LP,,,568844,Inspection,Score “A”|Permit exp 3/25|64 seats,NY,"(40.634453, -73.640665)"
CALDA PIZZERIA RESTAURANT,"2890-3 HEMPSTEAD TURNPIKE,  LEVITTOWN",2025-03-13,"Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; Item 14B-   Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin;",0.0,0.0,5.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,2890-3 HEMPSTEAD TURNPIKE,LEVITTOWN,11756,295024,HEMPSTEAD,CALDA PIZZERIA RESTAURANT,2026-08-31T00:00:00.000,,BLUE CAVES CORP,,,673500,Inspection,Permit expires August 2025|DB - fmtc exp.  July 2027 no.  1789902372|78 seats|Grade A,NY,"(40.72442, -73.528446)"
ROSLYN SD - HEIGHTS PRIMARY SCHOOL,"240 WILLOW  STREET,  ROSLYN HEIGHTS",2024-11-12,No violations found.,0.0,0.0,0.0,Institutional Food Service - School K-12 Food Service,Nassau  County,NASSAU,240 WILLOW  STREET,ROSLYN HEIGHTS,11577,299900,NASSAU SCHOOLS,ROSLYN SD - HEIGHTS PRIMARY SCHOOL,2027-04-30T00:00:00.000,HEIGHTS PRIMARY SCH (ROSLYN UFSD),ROSLYN UNION FREE SCHOOL DISTRICT,,,578372,Inspection,"Score: 0/0 “A”|Permit Expires: April 30, 2025|FMTC: G.R.; Cert #: 70250192; Cert Exp: 12/31/25",NY,"(40.79025, -73.645894)"
GREENVALE TOWNHOUSE RESTAURANT,"49 GLEN COVE  ROAD,  GREENVALE",2025-12-19,"Item  8F-   Improper thawing procedures used; Item 11B-   Wiping cloths dirty, not stored properly in sanitizing solutions; Item 12D-   Toilet facilities inadequate, inconvenient, dirty, in disrepair, toilet paper missing, not self-closing doors, missing hand wash signs;",0.0,0.0,3.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,49 GLEN COVE  ROAD,GREENVALE,11548,295107,N. HEMPSTEAD,GREENVALE TOWNHOUSE RESTAURANT,2027-01-31T00:00:00.000,GREENVALE TOWNHOUSE,PARTHENON ENTERPRISES CORP,,,576983,Re-Inspection,,NY,"(40.8093, -73.628043)"
FRIEDBERG JCC KITCHEN/SNACK,"15 NEIL COURT,  OCEANSIDE",2024-11-15,"Item 12C-   Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained;",0.0,0.0,2.0,"Institutional Food Service - Religious, Charitable, Fraternal Organization",Nassau  County,NASSAU,15 NEIL COURT,OCEANSIDE,11572,295040,HEMPSTEAD,FRIEDBERG JCC KITCHEN & SNACK BAR,2026-07-31T00:00:00.000,BARRY & FLORENCE FRIEDBERG JCC,BARRY & FLORENCE FRIEDBERG JCC INC,,,570691,Re-Inspection,,NY,"(40.623234, -73.635174)"
ZEN'S CHINESE FOOD,"2695 MERRICK ROAD,  BELLMORE",2026-01-09,"Item  4A-  Critical Violation [RED] Toxic chemicals are improperly labeled, stored or used so that contamination of food can occur.; Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 11D-   Non food contact surfaces of equipment not clean;",1.0,0.0,3.0,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,2695 MERRICK ROAD,BELLMORE,11710,295007,HEMPSTEAD,ZEN'S CHINESE FOOD,2027-04-30T00:00:00.000,,2695 MERRICK RD INC,,,816465,Inspection,ZGZ - fmtc exp.  Jan 2026 no.  44815|Permit expires April 2026|19 seats|Grade A,NY,"(40.662857, -73.529327)"
SUNY OLD WESTBURY - PANTHERS DEN,"223 STORE HILL  ROAD,  OLD WESTBURY",2025-04-17,"Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces;",0.0,0.0,1.0,Institutional Food Service - College Food Service,Nassau  County,NASSAU,223 STORE HILL  ROAD,OLD WESTBURY,11568,299900,NASSAU SCHOOLS,PANTHERS DEN@SUNY OLD WESTBURY,2026-07-31T00:00:00.000,,COMPASS GROUP USA INC,,,572019,Inspection,"Score: 0/1 “A”|Permit Expires: July 31, 2025|FMTC: K.H.; Cert #: 2137235357; Cert Exp: June 30,  2027|             H.K.; Cert #:  47245; Cert Exp: September 30, 2026|DBA: The Market and Halal Shack.",NY,"(40.779494, -73.574)"
BLUE MOON RESTAURANT,"26 NORTH PARK AVENUE,  ROCKVILLE CENTRE",2025-11-14,"Item 12C-   Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained;",0.0,0.0,1.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,26 NORTH PARK AVENUE,ROCKVILLE CENTRE,11570,290900,HEMPSTEAD,BLUE MOON RESTAURANT,2026-11-30T00:00:00.000,BLUE MOON RESTAURANT,NICKY AND ELENA INC,,,576944,Re-Inspection,,NY,"(40.657024, -73.64524)"
BURGER KING,"501 OLD COUNTRY  ROAD,  PLAINVIEW",2026-02-02,"Item  4A-  Critical Violation [RED] Toxic chemicals are improperly labeled, stored or used so that contamination of food can occur.; Item  9D-   Dressing rooms dirty, not provided, improperly located; Item 13B-   Garbage storage areas not properly constructed or maintained, creating a nuisance;",2.0,0.0,2.0,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,501 OLD COUNTRY  ROAD,PLAINVIEW,11803,295214,OYSTER BAY,BURGER KING,2026-07-31T00:00:00.000,BURGER KING,CREATIVE FOODS CORP,,,572612,Inspection,Grade: A|Permit exp - 7/31/26 |Seats - 55,NY,"(40.769655, -73.500958)"
ROCKVILLE LINKS HALFWAY SNACK BAR,"600 NORTH LONG BEACH ROAD,  ROCKVILLE CENTRE",2025-08-15,No violations found.,0.0,0.0,0.0,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,600 NORTH LONG BEACH ROAD,ROCKVILLE CENTRE,11570,290900,HEMPSTEAD,ROCKVILLE LINKS HALFWAY SNACK BAR-OASIS,2026-06-30T00:00:00.000,ROCKVILLE LINKS HALFWAY SNACK BAR,ROCKVILLE LINKS CORPORATION,,,578119,Inspection,Score “A”|Permit exp 6/26|8 seats|Two comp sink for handwashing|Plates and utensils are disposable|Other items sanitized in main kitchen,NY,"(40.673967, -73.626175)"
"BLACK SHEEP ALE HOUSE, THE","78  2ND STREET,  MINEOLA",2025-03-03,No violations found.,0.0,0.0,0.0,Food Service Establishment - Tavern,Nassau  County,NASSAU,78  2ND STREET,MINEOLA,11501,290800,N. HEMPSTEAD,THE BLACK SHEEP ALE HOUSE,2026-12-31T00:00:00.000,,ATTICUS FINCH LLC,,,782497,Re-Inspection,,NY,"(40.742941, -73.634485)"
MASSAPEQUA SD - HIGH SCHOOL,"4925 MERRICK ROAD,  MASSAPEQUA",2024-05-21,No violations found.,0.0,0.0,0.0,Institutional Food Service - School K-12 Food Service,Nassau  County,NASSAU,4925 MERRICK ROAD,MASSAPEQUA,11758,299900,NASSAU SCHOOLS,MASSAPEQUA SD - HIGH SCHOOL,2027-01-31T00:00:00.000,,MASSAPEQUA BOARD OF EDUCATION,,,576958,Inspection,"Score “A”|FMTC M.P no.42194 exp 1/26, G.G no. 1358149908 exp 7/26|Permit exp 1/26",NY,"(40.66653, -73.45244)"
AMALFI RISTORANTE & PIZZERIA,"49 OLD SHORE  ROAD,  PORT WASHINGTON",2026-03-13,No violations found.,0.0,0.0,0.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,49 OLD SHORE  ROAD,PORT WASHINGTON,11050,295111,N. HEMPSTEAD,AMALFI RISTORANTE & PIZZERIA,2026-07-31T00:00:00.000,AMALFI LA,GLA INC,,,573234,Re-Inspection,No temperature issues,NY,"(40.838751, -73.70319)"
TAKA SUSHI,"821 CARMAN  AVENUE,  WESTBURY",2025-01-02,"Item 15D-   Improper storage of cleaning equipment, linens, laundry unacceptable;",0.0,0.0,1.0,Food Service Establishment - Restaurant,Nassau  County,NASSAU,821 CARMAN  AVENUE,WESTBURY,11590,291400,N. HEMPSTEAD,TAKA SUSHI,2027-03-31T00:00:00.000,TAKA SUSHI,YAMAGUCHI & FRIENDS INC,,,579881,Inspection,0/1 “A”|Seats: 27|Permit: exp 03/31/2025|FMTC: R.Y. #42616 exp 01/31/2026|Hot water noted reaching 140ºF and rising.,NY,"(40.746495, -73.552379)"
HOFSTRA UNIVERSITY - KATE & WILLY'S,"1000 FULTON AVENUE,  HEMPSTEAD",2025-12-02,"Item 14A-   Insects, rodents present;",0.0,0.0,1.0,Institutional Food Service - College Food Service,Nassau  County,NASSAU,1000 FULTON AVENUE,HEMPSTEAD,11550,299900,NASSAU SCHOOLS,KATE & WILLY'S @ HOFSTRA UNIVERSITY,2026-06-30T00:00:00.000,,COMPASS LCS LLC,,,717715,Inspection,"Seatings: 128 Food Manager’s Certificate: G.B # 351699875-Expires April 30, 2028, Food Permit# F1167703-Expires June 30, 2026|Inspection ratings: 0/1”A”",NY,"(40.714123, -73.603502)"
